housing_median_age,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,location_cluster,normalized_rooms_per_household,normalized_population_per_household,adjusted_median_income,capped_value_flag,bedroom_to_room_ratio_scaled
15.0,364300.0,False,False,False,True,0,2.0050353736091884,1.353461471047383,2.6001153820551886,0,0.14288637217796013
14.0,141800.0,False,True,False,False,0,1.8288442163339267,1.378733569026402,1.775471768291459,0,0.17713841558907462
33.0,192200.0,True,False,False,False,1,1.9633842012445322,1.4911406057455545,2.3025203582161873,0,0.1566664044245056
12.0,102800.0,False,True,False,False,1,1.941834748610795,1.3143739752911223,2.460325181759517,0,0.13420160898054842
35.0,343000.0,True,False,False,False,1,1.9103532061854271,1.3114842896604897,2.401124736451649,0,0.16289932638310753
40.0,70900.0,False,True,False,False,1,1.675823838493912,1.3848139759494564,1.453925720248459,0,0.22259844364194928
52.0,76900.0,False,False,False,True,2,1.6957448159884665,1.1252496481964083,1.3333416666406253,0,0.19815026061331303
25.0,308400.0,False,False,True,False,0,2.0534864865814213,1.274124424494106,2.128685040112792,0,0.15910054013556088
39.0,490800.0,True,False,False,False,1,2.0187474730075796,1.2406261219739716,2.8017137612539935,0,0.14310084364067333
31.0,81100.0,False,False,False,True,2,1.812184374080096,1.3856989458001268,1.499266487319716,0,0.1944839729024922
18.0,213200.0,False,False,True,False,0,1.5373053209424812,1.3029808976031971,1.9215358440580805,0,0.25140979807736386
23.0,127100.0,True,False,False,False,1,1.7435231682685723,1.5459699168791188,1.1483466375620213,0,0.20954594304882607
20.0,77300.0,False,True,False,False,0,1.6698287710515902,1.3318591545648735,1.4433641259224923,0,0.21605241631252614
38.0,280800.0,False,False,True,False,0,2.0541237336955462,1.3578226870385786,2.471618902662787,0,0.14437282414804328
26.0,195000.0,True,False,False,False,0,1.6910910442899578,1.4213856809311607,2.210475062062452,0,0.15762894420358314
52.0,275000.0,False,False,True,False,0,1.60171586634019,1.2947773444678896,1.8318023910891699,0,0.24735117322832542
22.0,168800.0,True,False,False,False,1,1.4150399657598691,1.1755384872056736,0.8644651525654461,0,0.3168334525705308
17.0,319500.0,True,False,False,False,1,2.162331650542166,1.528676555789642,2.7696389656415508,0,0.12322289407273829
16.0,122600.0,False,True,False,False,4,1.9615822836064027,1.3582628472640046,1.7320508075688772,0,0.17417242345943748
9.0,182300.0,True,False,False,False,1,1.7246756862377184,1.115081096381378,2.3524880446029903,0,0.17971712779499563
17.0,164500.0,True,False,False,False,1,1.8971199848858813,1.423500804850087,1.9065151454945224,0,0.17122155308366394
18.0,133600.0,False,True,False,False,1,2.432384432603609,1.3599503857802886,1.8349931879982553,0,0.10587386269168689
16.0,182500.0,False,True,False,False,2,1.9685789488680263,1.394491128324069,1.7012348456341941,0,0.16864574674539792
16.0,350000.0,True,False,False,False,1,1.9027777086057402,0.9364177862118567,2.510318704865978,0,0.20836434021261807
31.0,160200.0,True,False,False,False,1,1.5954722315721286,1.6812491929007514,1.4605820757492542,0,0.2457278215722663
43.0,161600.0,True,False,False,False,1,1.5535287179945838,1.547562508716013,1.4669014963520899,0,0.22364635866579005
20.0,361600.0,True,False,False,False,0,2.2235602872030036,1.4558184411186694,2.8618176042508368,0,0.11855653060277345
34.0,178300.0,False,False,False,True,1,1.9134748733021594,1.4330561270279298,1.7736403243047898,0,0.17832339677015457
43.0,161300.0,True,False,False,False,1,1.701485446603609,1.315438424352546,1.9162202378641136,0,0.21056476910734964
46.0,26900.0,False,True,False,False,3,1.9013640780013616,1.374293173510201,1.4817219712213219,0,0.18049840223243954
26.0,163600.0,True,False,False,False,0,1.7314853468769413,1.7833104147415273,1.9174201417529753,0,0.19141486814442302
25.0,150900.0,False,True,False,False,4,2.0294631718735947,1.1933162241374071,2.2516216378423795,0,0.15419390344464956
51.0,51900.0,False,True,False,False,2,1.7602284129801924,1.160744069775116,1.2557866060760483,0,0.21960491757701694
47.0,141500.0,False,True,False,False,0,1.8671935868178635,1.0932127075146438,1.75,0,0.17882065333908048
34.0,64800.0,False,True,False,False,1,1.7094831220285813,1.5891532412625948,1.4346776641462011,0,0.2183405535547591
52.0,500000.0,False,False,True,False,0,1.833097459631792,0.987860924375407,2.1336119609713475,1,0.20348583215512112
31.0,335500.0,True,False,False,False,1,1.7105823314839068,1.267676990061374,1.9168985366993214,0,0.20192946769621012
20.0,400000.0,False,False,True,False,0,2.100464070954248,1.281153408532438,2.828020509119409,0,0.14449641476585087
7.0,113100.0,False,True,False,False,1,1.9641808550844189,1.133710413816125,1.514100392972672,0,0.17720480484905363
52.0,122800.0,False,True,False,False,2,1.7798781413413023,1.0629896441268014,1.8261434773861553,0,0.19001288233735025
23.0,75700.0,False,True,False,False,4,1.9115278859174245,1.347756341707466,1.509768194127827,0,0.17396397574364766
33.0,187500.0,False,False,True,False,0,2.0088239744658827,1.3237740041385566,2.217363299055885,0,0.1561607307552825
17.0,89300.0,False,True,False,False,1,1.7800517754040062,1.3851793266241368,1.515552704461313,0,0.2059992320688636
22.0,91000.0,False,True,False,False,1,1.7183498067825143,1.5955600069526141,1.7695197088475731,0,0.20995716696604086
16.0,119300.0,False,True,False,False,1,1.7822096012882105,0.9620698695347996,1.6410057891427439,0,0.19481020308867486
26.0,430600.0,False,True,False,False,0,2.0016737235737674,1.3253336613302036,2.392467345649675,0,0.15814206374836917
41.0,175800.0,True,False,False,False,1,1.573456925615276,1.4691135629417191,1.919505144562004,0,0.23898381582342737
23.0,375000.0,True,False,False,False,3,1.8787708462176849,1.6124636333506375,1.7677669529663689,0,0.15648986218043054
26.0,196900.0,True,False,False,False,3,2.013762769563533,1.5891479869402576,2.3745525894365866,0,0.14327638232546164
14.0,156800.0,False,True,False,False,2,1.9688284640160243,1.3596261140377293,1.7551068343551055,0,0.1751786692815745
4.0,137500.0,False,True,False,False,1,0.6931471805599453,1.3862943611198906,1.541103500742244,0,0.6931471805599453
33.0,208300.0,True,False,False,False,1,1.1957961438886906,1.4536028615383974,1.407764184798008,0,0.3950532771832314
32.0,166300.0,True,False,False,False,1,1.964814303694466,1.3786314883743216,2.127862777530544,0,0.14620740096973434
23.0,51800.0,False,True,False,False,4,1.6733397747356251,1.6598754436120673,1.1710251918724892,0,0.2135017335433146
32.0,380000.0,False,False,False,True,1,2.023845374389285,1.3224573482538098,2.5727028588626397,0,0.14506504039288626
12.0,114200.0,True,False,False,False,1,1.6634558289020784,1.5612213542131201,1.6935465744997982,0,0.2404578865350719
26.0,275000.0,False,True,False,False,1,1.9459101490553132,0.9808292530117262,0.7321202087089251,0,0.15415067982725827
52.0,69000.0,False,True,False,False,2,1.660175496887928,1.2074754348771382,0.9780593029055038,0,0.23664160886759264
48.0,90000.0,False,False,True,False,0,1.7946207015090874,1.3026635620474794,1.1989578808281798,0,0.20108595630383097
25.0,262500.0,True,False,False,False,1,1.656083745884962,1.0379876668516748,1.9072231122760652,0,0.22493785894837415
40.0,483800.0,True,False,False,False,1,1.8724483804781977,1.0527589841719873,2.467306223394251,0,0.16564381295217004
34.0,150000.0,False,True,False,False,0,1.9906552097658066,1.2577373752415302,2.1449941724862565,0,0.14407502783851672
29.0,98500.0,False,True,False,False,2,2.0322278041995707,1.2660811906102154,1.934269888097315,0,0.14932836206405795
28.0,69500.0,False,True,False,False,1,1.6911937730793447,1.5418617033101605,1.2332072007574395,0,0.23145660801629656
6.0,348000.0,True,False,False,False,0,2.0806267972411363,1.373403277852272,2.6140581477847813,0,0.1444354516624587
21.0,264500.0,True,False,False,False,0,2.0014800002101243,1.4350845252893227,2.2997173739396763,0,0.15634607039069398
42.0,126600.0,True,False,False,False,1,1.6457455307938584,1.7236665528040942,1.9376016102388025,0,0.21588838043303785
17.0,150000.0,False,True,False,False,1,2.4300675257391426,1.1554457634312756,2.36139789108062,0,0.2065803791873791
39.0,50800.0,False,True,False,False,4,1.7134125394748823,1.6363633887303441,1.3653204751998704,0,0.22484385151354302
5.0,321300.0,True,False,False,False,3,2.109219450428255,1.4901154521033202,2.64030301291348,0,0.13084784117458503
7.0,174100.0,False,True,False,False,2,2.432384432603609,1.3941252547004386,2.2499333323456496,0,0.14087700161379096
17.0,90200.0,False,False,False,True,2,1.7321264191339152,1.2962225379771546,1.6624981202996894,0,0.1807148081052432
16.0,118400.0,False,True,False,False,3,1.740411291604575,1.2112455636550157,1.8237598526121799,0,0.2092466811835861
48.0,268500.0,False,False,True,False,0,1.7840134971133996,1.454731522673119,1.9890952717253139,0,0.19777781503064643
19.0,310000.0,True,False,False,False,1,1.4623699340920444,0.9250755614298879,1.1546861045323096,0,0.2737270594950471
34.0,220800.0,True,False,False,False,1,1.9871716074367392,1.4332513442076618,2.51423944762626,0,0.14038160335192038
35.0,191300.0,True,False,False,False,1,1.568180282969034,1.2763744933333907,1.7434161866863573,0,0.242766273959369
10.0,138700.0,False,True,False,False,2,1.9220203292537297,1.2865022615304207,2.1095023109728985,0,0.16860257631561967
22.0,243100.0,True,False,False,False,1,1.541841091701908,1.1327241231749727,1.7770481141488546,0,0.25711838554455374
47.0,101100.0,True,False,False,False,1,1.6079928254774196,1.4895316857738954,1.4090067423543438,0,0.21588399130140556
30.0,112500.0,True,False,False,False,3,1.7189744788500025,1.5052843975263093,1.8633840183923442,0,0.17138161675562028
28.0,240400.0,True,False,False,False,0,1.8777499170835776,1.344089608308793,2.395516645736364,0,0.16971478990404254
48.0,450000.0,True,False,False,False,1,1.5761307144163317,1.0545522988740792,1.90028945163625,0,0.25193845326215447
37.0,218200.0,True,False,False,False,1,1.8312671676035672,1.251482831772651,2.091650066335189,0,0.17937492664993845
51.0,234400.0,False,False,False,True,0,1.6199092123013956,1.1443345380062049,1.482025640803829,0,0.22400897759063862
16.0,146900.0,False,True,False,False,1,1.889704696670385,1.2410092786812734,1.6083531950414374,0,0.180048739482636
36.0,150000.0,True,False,False,False,1,1.6134299337036377,1.7979308631325974,1.6236994795835835,0,0.2418725364204867
13.0,134100.0,True,False,False,False,0,1.737983072447251,1.6710270622709695,1.6963195453687374,0,0.20805827143800443
36.0,90000.0,False,False,False,True,2,1.9079309009900969,1.1794907673890422,1.843474979488466,0,0.16303962724450435
20.0,350000.0,True,False,False,False,0,1.7168930071224375,0.9762826425021304,1.4243595051811884,0,0.20448917564891955
44.0,236200.0,False,False,False,True,1,1.9336691274985753,1.2813916161269592,2.2376773672716985,0,0.16056625790238502
43.0,159700.0,True,False,False,False,1,1.5939020316839112,1.5777023004698028,1.582055624812225,0,0.2344547258957328
37.0,177600.0,True,False,False,False,1,1.8446229587851228,1.4592792538763795,2.091650066335189,0,0.1684562045679113
39.0,233300.0,False,False,False,True,3,1.5284487358537882,1.0732516733808874,1.4436065946094871,0,0.263466114620732
52.0,112900.0,True,False,False,False,2,1.9471624973717792,1.3099909984027331,1.5968719422671311,0,0.172541527740315
14.0,210000.0,False,False,False,True,0,1.9884349536229178,1.173694445019675,1.9256946798493264,0,0.21681559422223004
42.0,292600.0,False,False,False,True,0,1.7949340750688276,1.266522066800761,1.9344766734184209,0,0.1940255768225634
39.0,245700.0,True,False,False,False,1,1.8966459388945438,1.3743752688826802,1.9456875391490793,0,0.1703957753250694
9.0,99100.0,False,True,False,False,1,1.8702747594670153,1.183223300312026,1.901604585606587,0,0.19714904355948148
6.0,350000.0,False,True,False,False,0,2.0094752111873895,1.2857890862154886,2.5239849444875855,0,0.15815945733244569
35.0,238000.0,False,False,False,True,0,1.8092976248245196,1.4726862964720857,2.2507554287394265,0,0.17536742584825563
36.0,37500.0,False,True,False,False,3,2.0074680420547466,1.1526795099383853,1.7677669529663689,0,0.1590646946296874
41.0,306800.0,True,False,False,False,1,1.6129269642387563,1.0313516192425538,1.725688268488837,0,0.24143820455768333
52.0,500000.0,False,False,True,False,0,1.6061120754645184,0.8885661838593002,2.1427319011019557,1,0.24107449650967055
46.0,152900.0,True,False,False,False,1,1.7029381369931857,1.5759727561395538,1.5095694750490949,0,0.21221005507307622
36.0,273100.0,False,False,False,True,0,1.580258123325324,1.2998769847417269,1.6,0,0.24835965921196687
37.0,57200.0,False,True,False,False,0,1.6643675744650348,1.3604626665063666,1.2869731931940152,0,0.21502905024452323
27.0,87500.0,False,True,False,False,0,1.7520942128356236,1.094901709271574,1.5275143207184672,0,0.21330510231392186
52.0,137800.0,False,True,False,False,2,1.8045346607167778,1.0234781491590759,1.9164811504421326,0,0.188213003207466
34.0,414700.0,False,False,True,False,0,1.8698610569132468,1.2173285955074917,2.5076682396202252,0,0.16090967209082513
27.0,186000.0,False,False,False,True,3,1.6910401614730741,1.5205802999207092,1.9910549967291211,0,0.20418772695125356
2.0,181000.0,False,True,False,False,0,2.098420046597015,1.4384644639809756,2.4720841409628433,0,0.1364958853543132
33.0,230300.0,True,False,False,False,3,1.8729582463945103,1.3212544611801391,1.9865548066942427,0,0.16453055669551092
10.0,238800.0,False,True,False,False,1,2.432384432603609,1.10474915972322,2.6425934231356893,0,0.1588325824074322
43.0,162200.0,False,False,False,True,1,1.6930939935061506,1.5571120934323606,1.8224708502469937,0,0.19876028313711452
17.0,155900.0,False,True,False,False,2,1.9787742964537591,1.3929923098040184,1.8844362552232963,0,0.17010115090971406
34.0,183200.0,True,False,False,False,1,1.9599018269796185,1.6116272948083743,2.1000476185077326,0,0.1579938820980116
16.0,212000.0,False,True,False,False,2,2.06935742261321,1.3795829265319037,2.1626603986756683,0,0.14045516874131975
37.0,164600.0,True,False,False,False,1,1.6921693100315651,1.6506598269756823,1.7254854389417489,0,0.22361358657550756
44.0,234000.0,False,True,False,False,0,1.8900528176627889,1.2622749300751868,2.090287061625747,0,0.16297308700426952
51.0,139300.0,False,False,True,False,0,1.6553476137381782,1.1119458195375749,1.4823629784907608,0,0.2190145951544627
21.0,87500.0,False,False,False,True,1,1.4017985476558559,1.0340737675305385,2.23606797749979,0,0.2513144282809061
23.0,205000.0,True,False,False,False,1,1.5521156313262718,1.5031484603416152,1.593361227091961,0,0.25959673502578945
21.0,113300.0,False,True,False,False,2,1.788433892501678,1.3466751622072022,1.6282813024781682,0,0.17092351184158527
21.0,155700.0,True,False,False,False,0,1.9244357955328442,1.4908853499986885,1.9602040710089346,0,0.20313757293167994
31.0,67500.0,False,True,False,False,1,1.8342701779126438,1.4763088533495052,1.8783503400590635,0,0.1768402521703778
15.0,260900.0,False,True,False,False,0,1.9561596409001196,1.4343974761382843,2.1213203435596424,0,0.15448995039879082
36.0,100000.0,True,False,False,False,1,1.5424776706921794,1.608237792278056,0.9642613753542137,0,0.26186219341389183
8.0,444100.0,True,False,False,False,1,2.2089206170994107,1.404509801011232,2.9318424241421983,0,0.11729912565419905
36.0,179200.0,True,False,False,False,1,1.6088913149894994,1.6246225859724175,1.8027756377319946,0,0.22491914421395123
24.0,173400.0,False,True,False,False,1,2.0518199643699067,1.3581234841531944,2.4640413957561673,0,0.13092876486888608
44.0,134700.0,False,False,True,False,0,1.4589465170316316,1.323790428680107,1.6183324751113413,0,0.24595359070010347
4.0,210100.0,True,False,False,False,1,1.9181254389696911,1.2144041417579152,1.9088478200212817,0,0.22674779239234982
7.0,67500.0,False,False,False,True,1,1.4646990667891886,1.6504301052357637,1.1254776763667949,0,0.2750763000558529
33.0,160400.0,True,False,False,False,1,1.8841688325388033,1.4232854978536646,1.8864251906714986,0,0.1625848034808691
16.0,72200.0,False,True,False,False,2,1.9116480854487912,1.384259772422103,1.7455371666051684,0,0.17705776650444127
24.0,166200.0,True,False,False,False,1,1.9517763436961786,1.7208802821671743,2.1170262161815567,0,0.16100521517277322
19.0,58600.0,False,True,False,False,2,1.944244869736252,1.2852690457212221,1.4946571513226703,0,0.1765626703596956
5.0,500000.0,True,False,False,False,0,2.2155737160044158,1.5665977537576081,3.2217697000251273,1,0.11551288712184431
40.0,107900.0,True,False,False,False,1,1.7389408690780188,1.611653570652184,1.6496060135680883,0,0.20067069546215116
36.0,500000.0,False,False,True,False,0,2.2323426899188012,1.292425449881174,3.001066477104431,1,0.12058024027744467
29.0,180400.0,True,False,False,False,1,1.805680807746663,1.57133806620183,1.9253571097331528,0,0.19480459299574368
36.0,174000.0,True,False,False,False,1,1.7864374768901141,1.6663839895071402,1.903155274800246,0,0.18658595558041216
52.0,500000.0,False,False,True,False,0,2.1966105152966597,1.2997851182106082,3.8729962561303877,1,0.12092636633898125
44.0,232100.0,False,False,True,False,0,1.9416073847404451,1.2743854325085338,2.173706511928416,0,0.15133534421970882
13.0,209600.0,False,True,False,False,2,2.0555472214803996,1.331094811765275,2.0501463362404158,0,0.13935994182586184
